Customer_Index,Churn_Probability,Predicted_Churn_Baseline,Predicted_Churn_Tuned
8101,0.07,0,0
6655,0.04,0,0
5485,0.13,0,1
9406,0.16,0,1
16,0.01,0,0
5055,0.04,0,0
10739,0.07,0,0
6632,0.06,0,0
3291,0.15,0,1
608,0.12,0,1
12500,0.06,0,0
5873,0.09,0,0
1817,0.28,0,1
12705,0.03,0,0
9424,0.09,0,0
6499,0.11,0,1
2002,0.17,0,1
9462,0.17,0,1
7037,0.05,0,0
2916,0.14,0,1
11149,0.06,0,0
9465,0.07,0,0
4003,0.03,0,0
8240,0.03,0,0
380,0.03,0,0
2954,0.01,0,0
1060,0.15,0,1
4139,0.0,0,0
2746,0.06,0,0
14307,0.06,0,0
5957,0.05,0,0
8892,0.25,0,1
1379,0.28,0,1
366,0.15,0,1
12653,0.04,0,0
6912,0.03,0,0
10187,0.07,0,0
12470,0.17,0,1
9134,0.14,0,1
37,0.05,0,0
12976,0.04,0,0
6667,0.09,0,0
4413,0.03,0,0
930,0.07,0,0
1256,0.07,0,0
11323,0.2,0,1
11043,0.04,0,0
3411,0.14,0,1
9835,0.42,0,1
8305,0.1,0,1
9,0.17,0,1
14120,0.04,0,0
245,0.04,0,0
526,0.03,0,0
8132,0.2,0,1
9173,0.04,0,0
6756,0.01,0,0
8167,0.05,0,0
8387,0.11,0,1
9445,0.02,0,0
4730,0.2,0,1
6715,0.19,0,1
1794,0.06,0,0
10626,0.12,0,1
2641,0.08,0,0
1595,0.03,0,0
5619,0.04,0,0
8272,0.06,0,0
2943,0.03,0,0
6164,0.06,0,0
8465,0.04,0,0
1204,0.04,0,0
7294,0.07,0,0
8000,0.03,0,0
11166,0.04,0,0
12184,0.22,0,1
3586,0.1,0,1
13194,0.0,0,0
10895,0.06,0,0
12119,0.14,0,1
4030,0.02,0,0
1471,0.09,0,0
223,0.02,0,0
11762,0.2,0,1
1761,0.07,0,0
1603,0.05,0,0
11706,0.11,0,1
10538,0.12,0,1
4899,0.08,0,0
12394,0.08,0,0
1373,0.0,0,0
3420,0.06,0,0
14599,0.06,0,0
8707,0.09,0,0
1569,0.0,0,0
6986,0.19,0,1
11035,0.09,0,0
1597,0.15,0,1
5256,0.02,0,0
10973,0.07,0,0
760,0.05,0,0
5740,0.07,0,0
4114,0.07,0,0
11330,0.05,0,0
3998,0.06,0,0
13929,0.22,0,1
12187,0.11,0,1
10397,0.03,0,0
9098,0.09,0,0
11977,0.2,0,1
6357,0.12,0,1
10673,0.12,0,1
10068,0.1,0,1
1308,0.28,0,1
10657,0.0,0,0
1480,0.29,0,1
13493,0.05,0,0
8079,0.02,0,0
2883,0.09,0,0
2228,0.15,0,1
13878,0.0,0,0
5076,0.01,0,0
1581,0.05,0,0
1751,0.01,0,0
4672,0.1,0,1
1460,0.04,0,0
5389,0.05,0,0
7847,0.1,0,1
5174,0.0,0,0
7099,0.09,0,0
9676,0.17,0,1
14078,0.07,0,0
4026,0.04,0,0
8471,0.14,0,1
12586,0.26,0,1
13890,0.07,0,0
5584,0.02,0,0
2473,0.12,0,1
1292,0.1,0,1
13549,0.05,0,0
2004,0.07,0,0
5931,0.01,0,0
2606,0.44,0,1
6755,0.09,0,0
2241,0.0,0,0
4772,0.06,0,0
14418,0.11,0,1
5613,0.06,0,0
640,0.13,0,1
1915,0.03,0,0
1919,0.16,0,1
11227,0.06,0,0
11729,0.22,0,1
10059,0.0,0,0
1658,0.12,0,1
3601,0.07,0,0
3476,0.03,0,0
6381,0.02,0,0
2831,0.01,0,0
5609,0.1,0,1
176,0.12,0,1
14089,0.08,0,0
1764,0.04,0,0
12445,0.13,0,1
11889,0.04,0,0
9507,0.02,0,0
4643,0.05,0,0
14174,0.1,0,1
4583,0.09,0,0
7492,0.14,0,1
11682,0.04,0,0
8024,0.15,0,1
3980,0.11,0,1
2076,0.13,0,1
3660,0.14,0,1
4874,0.07,0,0
5571,0.09,0,0
4235,0.02,0,0
4908,0.09,0,0
772,0.07,0,0
10498,0.07,0,0
12109,0.07,0,0
11600,0.1,0,1
3879,0.11,0,1
3840,0.06,0,0
258,0.09,0,0
4972,0.06,0,0
9362,0.15,0,1
14315,0.07,0,0
6423,0.05,0,0
8090,0.03,0,0
10145,0.01,0,0
13178,0.03,0,0
5319,0.12,0,1
3538,0.02,0,0
3735,0.02,0,0
3256,0.07,0,0
3782,0.1,0,1
7251,0.05,0,0
11272,0.39,0,1
13069,0.11,0,1
1201,0.09,0,0
12006,0.04,0,0
14406,0.14,0,1
11828,0.06,0,0
5350,0.04,0,0
9805,0.11,0,1
11007,0.13,0,1
5124,0.08,0,0
12179,0.07,0,0
8613,0.09,0,0
9653,0.01,0,0
11876,0.11,0,1
14589,0.29,0,1
1875,0.09,0,0
8298,0.16,0,1
9361,0.03,0,0
8400,0.12,0,1
9648,0.15,0,1
6038,0.05,0,0
9664,0.17,0,1
3148,0.02,0,0
3035,0.02,0,0
12949,0.05,0,0
554,0.0,0,0
6896,0.19,0,1
14569,0.06,0,0
14486,0.09,0,0
10796,0.06,0,0
14160,0.05,0,0
4615,0.09,0,0
7519,0.04,0,0
6747,0.18,0,1
11669,0.05,0,0
12389,0.29,0,1
4813,0.0,0,0
8375,0.03,0,0
1982,0.12,0,1
976,0.03,0,0
4661,0.12,0,1
14326,0.01,0,0
2128,0.07,0,0
1921,0.47,0,1
2456,0.05,0,0
4301,0.1,0,1
12095,0.05,0,0
6145,0.11,0,1
2122,0.09,0,0
7154,0.01,0,0
8187,0.23,0,1
13514,0.01,0,0
7088,0.01,0,0
9279,0.1,0,1
7898,0.08,0,0
7186,0.09,0,0
9933,0.11,0,1
6422,0.26,0,1
5065,0.04,0,0
12354,0.03,0,0
610,0.02,0,0
4853,0.08,0,0
9394,0.15,0,1
6981,0.13,0,1
3147,0.07,0,0
1948,0.05,0,0
13834,0.16,0,1
9229,0.06,0,0
9073,0.02,0,0
8407,0.03,0,0
14148,0.24,0,1
1743,0.17,0,1
14024,0.12,0,1
9397,0.0,0,0
11925,0.14,0,1
13714,0.05,0,0
6664,0.01,0,0
4236,0.09,0,0
11515,0.05,0,0
9188,0.06,0,0
11748,0.1,0,1
3916,0.01,0,0
8269,0.04,0,0
11271,0.13,0,1
495,0.08,0,0
9499,0.0,0,0
10344,0.07,0,0
4617,0.03,0,0
11997,0.04,0,0
2105,0.14,0,1
13642,0.09,0,0
7674,0.0,0,0
4683,0.03,0,0
12103,0.06,0,0
1453,0.05,0,0
12032,0.01,0,0
11560,0.07,0,0
14217,0.12,0,1
9357,0.12,0,1
9563,0.01,0,0
3284,0.03,0,0
3025,0.14,0,1
11602,0.12,0,1
2805,0.1,0,1
4121,0.12,0,1
5875,0.06,0,0
1870,0.11,0,1
7776,0.25,0,1
13641,0.11,0,1
1070,0.15,0,1
7360,0.09,0,0
1911,0.08,0,0
6073,0.0,0,0
12229,0.1,0,1
119,0.06,0,0
12578,0.16,0,1
11570,0.17,0,1
4024,0.07,0,0
1387,0.02,0,0
9183,0.05,0,0
13274,0.16,0,1
12405,0.02,0,0
11652,0.16,0,1
3884,0.0,0,0
4138,0.11,0,1
12880,0.15,0,1
2783,0.0,0,0
9618,0.04,0,0
7448,0.04,0,0
13542,0.13,0,1
343,0.01,0,0
5682,0.04,0,0
3850,0.06,0,0
12690,0.03,0,0
4603,0.04,0,0
11299,0.25,0,1
1789,0.01,0,0
11356,0.13,0,1
188,0.08,0,0
1961,0.04,0,0
5283,0.08,0,0
3159,0.14,0,1
5814,0.08,0,0
14183,0.0,0,0
8065,0.42,0,1
10635,0.13,0,1
4174,0.01,0,0
1494,0.16,0,1
2417,0.01,0,0
9364,0.07,0,0
8923,0.0,0,0
14398,0.03,0,0
11024,0.06,0,0
9969,0.07,0,0
13095,0.15,0,1
6651,0.02,0,0
579,0.01,0,0
5193,0.11,0,1
9662,0.01,0,0
6919,0.04,0,0
8899,0.09,0,0
13793,0.02,0,0
10230,0.08,0,0
619,0.07,0,0
4578,0.03,0,0
10647,0.09,0,0
6710,0.03,0,0
13011,0.04,0,0
3350,0.01,0,0
9016,0.04,0,0
13347,0.0,0,0
7471,0.04,0,0
5341,0.02,0,0
2280,0.05,0,0
4258,0.01,0,0
7892,0.03,0,0
13239,0.1,0,1
5894,0.54,1,1
11138,0.04,0,0
14275,0.11,0,1
3795,0.06,0,0
12481,0.03,0,0
10280,0.04,0,0
12288,0.18,0,1
1984,0.08,0,0
1933,0.05,0,0
2690,0.09,0,0
6908,0.12,0,1
5563,0.04,0,0
12116,0.03,0,0
13892,0.12,0,1
8965,0.04,0,0
3725,0.11,0,1
14064,0.01,0,0
9419,0.06,0,0
14146,0.02,0,0
5472,0.03,0,0
14564,0.01,0,0
8607,0.12,0,1
2869,0.18,0,1
1894,0.06,0,0
1654,0.0,0,0
10432,0.09,0,0
6700,0.05,0,0
3569,0.28,0,1
1347,0.22,0,1
9048,0.14,0,1
10513,0.09,0,0
832,0.05,0,0
4197,0.03,0,0
4525,0.06,0,0
3471,0.11,0,1
3460,0.12,0,1
536,0.08,0,0
11898,0.11,0,1
126,0.01,0,0
8416,0.16,0,1
11496,0.08,0,0
1238,0.22,0,1
9108,0.07,0,0
8201,0.06,0,0
14241,0.01,0,0
12554,0.13,0,1
8998,0.06,0,0
11694,0.08,0,0
9801,0.19,0,1
5304,0.05,0,0
1270,0.07,0,0
13786,0.05,0,0
6256,0.15,0,1
8920,0.11,0,1
14600,0.26,0,1
8171,0.17,0,1
12444,0.06,0,0
5833,0.07,0,0
3380,0.12,0,1
5481,0.03,0,0
2999,0.07,0,0
3807,0.19,0,1
14306,0.01,0,0
7170,0.11,0,1
664,0.19,0,1
722,0.05,0,0
7682,0.06,0,0
13711,0.09,0,0
12262,0.09,0,0
5943,0.12,0,1
5396,0.06,0,0
13622,0.07,0,0
8909,0.07,0,0
12197,0.01,0,0
7044,0.13,0,1
10331,0.13,0,1
6888,0.19,0,1
13403,0.05,0,0
13405,0.04,0,0
9612,0.04,0,0
12970,0.06,0,0
3267,0.09,0,0
9713,0.13,0,1
14151,0.07,0,0
12359,0.04,0,0
13440,0.27,0,1
10644,0.21,0,1
9430,0.49,0,1
3657,0.08,0,0
808,0.06,0,0
14221,0.53,1,1
6539,0.02,0,0
3161,0.03,0,0
2898,0.06,0,0
4795,0.02,0,0
10601,0.11,0,1
6018,0.07,0,0
7328,0.09,0,0
11787,0.07,0,0
12102,0.02,0,0
3488,0.08,0,0
13363,0.14,0,1
3353,0.05,0,0
7745,0.01,0,0
164,0.09,0,0
5766,0.01,0,0
121,0.03,0,0
9176,0.0,0,0
13167,0.07,0,0
1103,0.12,0,1
6940,0.11,0,1
2118,0.13,0,1
9646,0.12,0,1
11839,0.76,1,1
7539,0.2,0,1
2525,0.02,0,0
4022,0.21,0,1
8012,0.06,0,0
5647,0.08,0,0
12477,0.15,0,1
2767,0.33,0,1
4974,0.09,0,0
1969,0.16,0,1
9939,0.05,0,0
3093,0.13,0,1
1741,0.14,0,1
296,0.07,0,0
6935,0.15,0,1
4706,0.09,0,0
1844,0.12,0,1
11616,0.06,0,0
7554,0.12,0,1
7825,0.02,0,0
3833,0.01,0,0
3368,0.06,0,0
12066,0.1,0,1
3701,0.07,0,0
3930,0.08,0,0
7617,0.0,0,0
4942,0.07,0,0
8640,0.09,0,0
13869,0.07,0,0
10885,0.08,0,0
9649,0.03,0,0
3948,0.37,0,1
12546,0.19,0,1
925,0.05,0,0
5235,0.05,0,0
1297,0.1,0,1
7277,0.06,0,0
6768,0.15,0,1
7027,0.86,1,1
6966,0.05,0,0
7680,0.06,0,0
14076,0.08,0,0
8027,0.06,0,0
332,0.04,0,0
7810,0.03,0,0
13516,0.0,0,0
8017,0.31,0,1
12937,0.07,0,0
4006,0.06,0,0
10385,0.05,0,0
103,0.05,0,0
3923,0.35,0,1
9623,0.04,0,0
10725,0.14,0,1
10069,0.06,0,0
6856,0.04,0,0
9562,0.06,0,0
1796,0.12,0,1
11414,0.04,0,0
2503,0.04,0,0
3064,0.0,0,0
12402,0.14,0,1
8790,0.06,0,0
6158,0.08,0,0
220,0.07,0,0
12233,0.05,0,0
11832,0.04,0,0
6024,0.01,0,0
4574,0.19,0,1
4056,0.04,0,0
4172,0.11,0,1
7305,0.06,0,0
9627,0.04,0,0
2397,0.0,0,0
2444,0.07,0,0
6062,0.05,0,0
9550,0.08,0,0
7238,0.05,0,0
8173,0.01,0,0
13254,0.17,0,1
11331,0.27,0,1
2619,0.08,0,0
1121,0.04,0,0
2365,0.04,0,0
6022,0.05,0,0
7693,0.04,0,0
253,0.11,0,1
9063,0.16,0,1
1580,0.07,0,0
9395,0.1,0,1
7757,0.05,0,0
7122,0.06,0,0
138,0.04,0,0
5455,0.11,0,1
13395,0.17,0,1
11309,0.06,0,0
3223,0.08,0,0
6701,0.06,0,0
13949,0.26,0,1
2861,0.05,0,0
14065,0.07,0,0
4027,0.18,0,1
9605,0.14,0,1
8570,0.04,0,0
9249,0.08,0,0
4255,0.07,0,0
1236,0.14,0,1
11535,0.01,0,0
10416,0.01,0,0
1424,0.09,0,0
8487,0.02,0,0
3019,0.11,0,1
12997,0.1,0,1
4894,0.01,0,0
10293,0.17,0,1
3265,0.15,0,1
3132,0.1,0,1
10528,0.05,0,0
13209,0.0,0,0
1069,0.07,0,0
9944,0.09,0,0
10342,0.06,0,0
9865,0.03,0,0
6378,0.05,0,0
7975,0.19,0,1
8462,0.09,0,0
11406,0.0,0,0
12799,0.01,0,0
6487,0.05,0,0
1628,0.05,0,0
8117,0.08,0,0
3188,0.01,0,0
8228,0.09,0,0
9453,0.11,0,1
10458,0.06,0,0
6692,0.02,0,0
7038,0.06,0,0
12461,0.11,0,1
8712,0.08,0,0
6277,0.07,0,0
5608,0.24,0,1
2284,0.11,0,1
5212,0.02,0,0
10296,0.29,0,1
5961,0.01,0,0
3214,0.04,0,0
12308,0.02,0,0
7887,0.08,0,0
13653,0.28,0,1
4425,0.05,0,0
13453,0.07,0,0
9172,0.03,0,0
763,0.06,0,0
3908,0.05,0,0
6698,0.04,0,0
6134,0.1,0,1
1156,0.14,0,1
3600,0.16,0,1
3851,0.01,0,0
4221,0.0,0,0
12514,0.14,0,1
9875,0.01,0,0
6511,0.09,0,0
2569,0.15,0,1
14106,0.01,0,0
9244,0.08,0,0
9793,0.05,0,0
10015,0.02,0,0
3974,0.05,0,0
8812,0.07,0,0
9069,0.05,0,0
6367,0.04,0,0
13951,0.14,0,1
8483,0.06,0,0
5502,0.09,0,0
6973,0.03,0,0
13044,0.08,0,0
2560,0.06,0,0
12094,0.01,0,0
3359,0.25,0,1
9708,0.06,0,0
5712,0.07,0,0
4582,0.21,0,1
3991,0.1,0,1
10328,0.07,0,0
206,0.05,0,0
7572,0.01,0,0
14102,0.05,0,0
11053,0.15,0,1
6458,0.04,0,0
6721,0.06,0,0
11266,0.03,0,0
10082,0.15,0,1
14482,0.09,0,0
1872,0.08,0,0
13007,0.05,0,0
8231,0.05,0,0
10715,0.16,0,1
11065,0.06,0,0
14231,0.06,0,0
8264,0.08,0,0
713,0.05,0,0
1282,0.04,0,0
11679,0.02,0,0
7314,0.15,0,1
565,0.24,0,1
7834,0.18,0,1
7709,0.15,0,1
3412,0.12,0,1
4288,0.01,0,0
1753,0.18,0,1
4411,0.12,0,1
9508,0.09,0,0
13899,0.07,0,0
3239,0.17,0,1
5243,0.01,0,0
12752,0.16,0,1
5547,0.08,0,0
5603,0.05,0,0
4546,0.04,0,0
11824,0.05,0,0
10964,0.05,0,0
356,0.08,0,0
7401,0.27,0,1
14225,0.05,0,0
7984,0.06,0,0
5488,0.18,0,1
12423,0.07,0,0
1567,0.0,0,0
10749,0.08,0,0
6839,0.17,0,1
402,0.04,0,0
4944,0.07,0,0
6183,0.05,0,0
5923,0.05,0,0
13605,0.16,0,1
1476,0.07,0,0
6533,0.11,0,1
13888,0.11,0,1
8818,0.35,0,1
14505,0.03,0,0
5559,0.06,0,0
2007,0.02,0,0
7667,0.15,0,1
12266,0.04,0,0
7041,0.1,0,1
476,0.07,0,0
13974,0.08,0,0
11566,0.04,0,0
11720,0.23,0,1
11202,0.05,0,0
4484,0.07,0,0
10847,0.05,0,0
4951,0.19,0,1
5073,0.03,0,0
11775,0.03,0,0
5013,0.18,0,1
9992,0.08,0,0
5540,0.11,0,1
6711,0.15,0,1
7690,0.03,0,0
8614,0.15,0,1
2192,0.14,0,1
5644,0.22,0,1
3076,0.02,0,0
11821,0.16,0,1
13930,0.04,0,0
18,0.02,0,0
11417,0.08,0,0
10099,0.11,0,1
8350,0.06,0,0
8671,0.05,0,0
11015,0.08,0,0
11045,0.14,0,1
7291,0.05,0,0
6541,0.09,0,0
530,0.13,0,1
335,0.17,0,1
5634,0.04,0,0
13335,0.04,0,0
13204,0.02,0,0
4719,0.04,0,0
13898,0.04,0,0
6762,0.02,0,0
11377,0.1,0,1
11237,0.11,0,1
9503,0.09,0,0
3856,0.04,0,0
3055,0.54,1,1
879,0.11,0,1
4558,0.04,0,0
11034,0.08,0,0
1819,0.16,0,1
4576,0.03,0,0
2141,0.02,0,0
9269,0.17,0,1
5406,0.12,0,1
9995,0.15,0,1
7167,0.11,0,1
4726,0.14,0,1
11627,0.21,0,1
8430,0.27,0,1
11480,0.11,0,1
5286,0.31,0,1
14481,0.07,0,0
13285,0.03,0,0
7912,0.04,0,0
4624,0.11,0,1
11459,0.06,0,0
8932,0.13,0,1
1726,0.08,0,0
9226,0.16,0,1
9815,0.14,0,1
3151,0.08,0,0
5078,0.06,0,0
6390,0.28,0,1
443,0.09,0,0
11756,0.34,0,1
2364,0.09,0,0
8630,0.16,0,1
14113,0.0,0,0
8260,0.07,0,0
4628,0.07,0,0
10190,0.13,0,1
6207,0.17,0,1
5155,0.04,0,0
9607,0.04,0,0
4999,0.11,0,1
12870,0.05,0,0
3382,0.1,0,1
11545,0.12,0,1
13191,0.19,0,1
6918,0.09,0,0
597,0.1,0,1
671,0.04,0,0
11963,0.06,0,0
13077,0.08,0,0
2227,0.11,0,1
1312,0.0,0,0
4967,0.19,0,1
4651,0.05,0,0
11284,0.39,0,1
2143,0.08,0,0
12390,0.06,0,0
13649,0.11,0,1
2553,0.11,0,1
5989,0.03,0,0
3146,0.05,0,0
2687,0.03,0,0
534,0.04,0,0
4676,0.07,0,0
4841,0.07,0,0
5857,0.11,0,1
7074,0.08,0,0
10462,0.08,0,0
6866,0.05,0,0
10340,0.19,0,1
11746,0.06,0,0
257,0.06,0,0
398,0.05,0,0
4103,0.19,0,1
9866,0.04,0,0
11809,0.08,0,0
10161,0.04,0,0
11452,0.05,0,0
10272,0.04,0,0
12698,0.06,0,0
4685,0.05,0,0
4142,0.06,0,0
13148,0.08,0,0
2491,0.14,0,1
3714,0.21,0,1
12504,0.12,0,1
1047,0.05,0,0
6707,0.09,0,0
11294,0.09,0,0
2749,0.1,0,1
13903,0.05,0,0
12731,0.08,0,0
11857,0.14,0,1
2200,0.11,0,1
4209,0.08,0,0
9194,0.03,0,0
2702,0.0,0,0
10704,0.04,0,0
10782,0.09,0,0
4770,0.1,0,1
11499,0.05,0,0
13258,0.07,0,0
7814,0.02,0,0
11484,0.0,0,0
12924,0.16,0,1
12105,0.11,0,1
1683,0.1,0,1
3514,0.27,0,1
12325,0.07,0,0
8148,0.07,0,0
12506,0.03,0,0
4429,0.22,0,1
9156,0.06,0,0
6450,0.08,0,0
4346,0.27,0,1
14005,0.3,0,1
752,0.04,0,0
12819,0.07,0,0
1095,0.12,0,1
3909,0.12,0,1
10177,0.31,0,1
13897,0.13,0,1
10114,0.19,0,1
4066,0.09,0,0
7755,0.03,0,0
12525,0.17,0,1
11597,0.04,0,0
507,0.06,0,0
8077,0.04,0,0
4345,0.21,0,1
3636,0.07,0,0
8409,0.05,0,0
692,0.04,0,0
8624,0.03,0,0
11196,0.04,0,0
11369,0.05,0,0
4159,0.02,0,0
6997,0.01,0,0
3719,0.08,0,0
13074,0.0,0,0
7348,0.04,0,0
4799,0.04,0,0
1514,0.08,0,0
7808,0.15,0,1
10421,0.15,0,1
9185,0.0,0,0
4627,0.02,0,0
10731,0.04,0,0
14229,0.01,0,0
3013,0.06,0,0
4936,0.05,0,0
6736,0.18,0,1
5206,0.1,0,1
11556,0.09,0,0
7402,0.11,0,1
7884,0.19,0,1
812,0.21,0,1
13882,0.17,0,1
2454,0.08,0,0
9390,0.16,0,1
3667,0.05,0,0
9118,0.23,0,1
4123,0.14,0,1
4919,0.08,0,0
6148,0.05,0,0
11588,0.2,0,1
334,0.08,0,0
2994,0.1,0,1
14250,0.0,0,0
3638,0.07,0,0
12669,0.15,0,1
7475,0.08,0,0
8370,0.03,0,0
7025,0.03,0,0
10080,0.15,0,1
2952,0.06,0,0
6389,0.02,0,0
9253,0.1,0,1
8764,0.05,0,0
396,0.3,0,1
3872,0.11,0,1
8602,0.1,0,1
12855,0.07,0,0
9059,0.11,0,1
5702,0.21,0,1
3023,0.06,0,0
13170,0.1,0,1
12451,0.0,0,0
7071,0.08,0,0
12293,0.1,0,1
2395,0.01,0,0
7420,0.15,0,1
1120,0.02,0,0
3474,0.04,0,0
12846,0.27,0,1
6549,0.12,0,1
6052,0.1,0,1
12823,0.1,0,1
5232,0.09,0,0
6446,0.03,0,0
12710,0.05,0,0
2021,0.01,0,0
7329,0.12,0,1
7079,0.02,0,0
3761,0.03,0,0
10292,0.04,0,0
8355,0.06,0,0
6221,0.03,0,0
5527,0.08,0,0
12368,0.01,0,0
12161,0.06,0,0
6459,0.05,0,0
11468,0.06,0,0
4462,0.13,0,1
10598,0.08,0,0
6502,0.15,0,1
10802,0.05,0,0
13355,0.01,0,0
5728,0.01,0,0
12793,0.23,0,1
1540,0.05,0,0
12331,0.02,0,0
10061,0.0,0,0
274,0.03,0,0
10004,0.12,0,1
125,0.08,0,0
13838,0.23,0,1
7216,0.05,0,0
4293,0.64,1,1
4431,0.06,0,0
2436,0.04,0,0
3051,0.26,0,1
11513,0.11,0,1
4659,0.02,0,0
13482,0.04,0,0
4519,0.08,0,0
10719,0.01,0,0
6863,0.17,0,1
3880,0.1,0,1
13297,0.05,0,0
10628,0.07,0,0
10663,0.2,0,1
4991,0.15,0,1
624,0.08,0,0
6876,0.02,0,0
14351,0.04,0,0
4350,0.1,0,1
5915,0.01,0,0
11380,0.15,0,1
10431,0.13,0,1
8847,0.04,0,0
2177,0.02,0,0
1346,0.04,0,0
2164,0.16,0,1
1509,0.04,0,0
6505,0.03,0,0
6633,0.04,0,0
6443,0.09,0,0
439,0.23,0,1
11283,0.05,0,0
3038,0.03,0,0
2551,0.08,0,0
5607,0.04,0,0
14578,0.14,0,1
4384,0.08,0,0
6628,0.04,0,0
275,0.07,0,0
13225,0.06,0,0
865,0.02,0,0
8710,0.0,0,0
5911,0.05,0,0
11906,0.06,0,0
13574,0.11,0,1
6491,0.0,0,0
10839,0.08,0,0
9175,0.06,0,0
9772,0.01,0,0
14227,0.09,0,0
2064,0.0,0,0
11405,0.06,0,0
10855,0.09,0,0
837,0.12,0,1
2519,0.03,0,0
6275,0.14,0,1
13728,0.06,0,0
7603,0.09,0,0
7003,0.4,0,1
10524,0.16,0,1
381,0.28,0,1
8386,0.19,0,1
11225,0.09,0,0
10752,0.12,0,1
6304,0.09,0,0
9343,0.19,0,1
1043,0.27,0,1
7219,0.27,0,1
10176,0.09,0,0
2185,0.13,0,1
5474,0.05,0,0
12989,0.14,0,1
10236,0.03,0,0
6837,0.03,0,0
12686,0.01,0,0
4502,0.05,0,0
7568,0.02,0,0
2915,0.02,0,0
12638,0.2,0,1
14210,0.04,0,0
6291,0.03,0,0
13676,0.09,0,0
9105,0.02,0,0
13020,0.02,0,0
2865,0.02,0,0
955,0.03,0,0
11910,0.06,0,0
2860,0.05,0,0
1854,0.02,0,0
9528,0.32,0,1
11224,0.5,1,1
12512,0.17,0,1
6753,0.05,0,0
2153,0.16,0,1
10313,0.07,0,0
8233,0.03,0,0
4747,0.03,0,0
5095,0.15,0,1
12800,0.06,0,0
1829,0.13,0,1
10566,0.02,0,0
11890,0.07,0,0
7624,0.02,0,0
3683,0.04,0,0
983,0.05,0,0
1868,0.04,0,0
10166,0.02,0,0
8182,0.05,0,0
7537,0.04,0,0
3681,0.02,0,0
2101,0.16,0,1
5338,0.13,0,1
14240,0.06,0,0
10726,0.02,0,0
3671,0.01,0,0
9879,0.02,0,0
10171,0.01,0,0
7989,0.02,0,0
7506,0.02,0,0
150,0.11,0,1
11161,0.03,0,0
10354,0.06,0,0
8464,0.09,0,0
6317,0.03,0,0
5773,0.07,0,0
13149,0.08,0,0
8023,0.01,0,0
6964,0.26,0,1
10267,0.04,0,0
6525,0.17,0,1
9856,0.05,0,0
256,0.06,0,0
1760,0.03,0,0
6674,0.09,0,0
8737,0.07,0,0
11407,0.03,0,0
7587,0.01,0,0
13311,0.13,0,1
6737,0.21,0,1
10544,0.18,0,1
5636,0.11,0,1
14,0.06,0,0
13993,0.07,0,0
8112,0.12,0,1
9488,0.04,0,0
1772,0.24,0,1
8256,0.01,0,0
14440,0.22,0,1
9258,0.07,0,0
7580,0.1,0,1
9617,0.07,0,0
2232,0.0,0,0
9704,0.07,0,0
8482,0.05,0,0
4608,0.1,0,1
532,0.01,0,0
13853,0.08,0,0
5807,0.02,0,0
10840,0.15,0,1
660,0.05,0,0
6798,0.01,0,0
14543,0.04,0,0
12160,0.1,0,1
7053,0.1,0,1
2585,0.09,0,0
14385,0.08,0,0
834,0.11,0,1
7157,0.08,0,0
2630,0.1,0,1
5091,0.0,0,0
13408,0.12,0,1
8706,0.19,0,1
6402,0.03,0,0
11329,0.1,0,1
2572,0.07,0,0
14141,0.02,0,0
8283,0.15,0,1
8537,0.31,0,1
10985,0.11,0,1
14593,0.03,0,0
378,0.07,0,0
6916,0.08,0,0
13802,0.07,0,0
5632,0.08,0,0
6807,0.02,0,0
8130,0.03,0,0
13643,0.1,0,1
5033,0.09,0,0
9918,0.1,0,1
5905,0.09,0,0
12922,0.08,0,0
10672,0.09,0,0
538,0.05,0,0
6328,0.08,0,0
8078,0.1,0,1
12674,0.18,0,1
4018,0.02,0,0
12237,0.06,0,0
11039,0.3,0,1
4687,0.14,0,1
2799,0.1,0,1
4290,0.02,0,0
2082,0.02,0,0
9233,0.17,0,1
6649,0.08,0,0
12835,0.14,0,1
5218,0.18,0,1
2528,0.05,0,0
8466,0.06,0,0
7115,0.05,0,0
2980,0.08,0,0
1756,0.08,0,0
4832,0.09,0,0
11822,0.17,0,1
9331,0.09,0,0
10668,0.02,0,0
10262,0.06,0,0
2917,0.05,0,0
11060,0.17,0,1
12332,0.15,0,1
9459,0.06,0,0
11055,0.0,0,0
1008,0.1,0,1
8357,0.1,0,1
11376,0.15,0,1
2483,0.05,0,0
12341,0.04,0,0
14601,0.1,0,1
9975,0.03,0,0
6920,0.06,0,0
5254,0.1,0,1
2509,0.02,0,0
9526,0.04,0,0
1302,0.04,0,0
7106,0.09,0,0
11965,0.07,0,0
7068,0.2,0,1
1652,0.13,0,1
5934,0.0,0,0
11332,0.02,0,0
12897,0.14,0,1
14068,0.19,0,1
6808,0.12,0,1
2777,0.1,0,1
6789,0.29,0,1
4410,0.06,0,0
10054,0.17,0,1
9565,0.13,0,1
237,0.01,0,0
4629,0.27,0,1
6939,0.09,0,0
10314,0.0,0,0
3558,0.13,0,1
4654,0.05,0,0
6162,0.0,0,0
6030,0.03,0,0
12376,0.03,0,0
14322,0.12,0,1
10708,0.13,0,1
7019,0.04,0,0
5464,0.03,0,0
7729,0.3,0,1
12047,0.0,0,0
13441,0.02,0,0
13540,0.09,0,0
14056,0.11,0,1
14066,0.14,0,1
12321,0.06,0,0
14150,0.06,0,0
477,0.09,0,0
11316,0.12,0,1
7145,0.06,0,0
